Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
2807696;Wintersdorf;Wintersdorf;Wintersdorf;P;PPL;DE;Germany;;15;00;16077;16077032;2978;;186;Europe/Berlin;2015-09-05;Germany;51.0532, 12.35445
2815523;Wagenfeld;Wagenfeld;Vagenfel'd,Vagenfeld,Wagenfeld,wa gen fei er de,Вагенфелд,Вагенфельд,瓦根费尔德;P;PPLA4;DE;Germany;;06;00;03251;03251044;7132;;40;Europe/Berlin;2011-04-25;Germany;52.55, 8.58333
2820905;Trunkelsberg;Trunkelsberg;Trunkel'sberg,Trunkelsberg,te lun ke er si bei ge,trwnklzbrg,Трункелсберг,Трункельсберг,Տրունկելսբերգ,ترونکلزبرگ,特伦克尔斯贝格;P;PPLA4;DE;Germany;;02;097;09778;09778202;1810;;626;Europe/Berlin;2011-04-25;Germany;48.0, 10.21667
2907416;Heimbuchenthal;Heimbuchenthal;Gajmbukhental',Haymbuxental,Khajmbukhental,Khajmbukhental',hai en bu heng ta er,haimubuhyentaru,Гаймбухенталь,Хаймбухенталь,Хајмбухентал,Հայմբուխենտալ,ハイムブーヒェンタール,海恩布亨塔尔;P;PPLA4;DE;Germany;;02;096;09671;09671127;2219;;230;Europe/Berlin;2011-04-25;Germany;49.88917, 9.29556
2953418;Bad Kösen;Bad Koesen;Bad Kezen,Bad Kosen,Bad Kösen,Bad-Kjozen,Cusne,Kosen,Kösen,Бад Кезен,Бад-Кёзен,Бад-Көзен,バート・ケーゼン;P;PPLX;DE;Germany;;14;00;15084;15084355;5522;;118;Europe/Berlin;2020-11-19;Germany;51.13431, 11.72203
2855328;Passau;Passau;Bassa,Batavia Bavariae,Båssa,Pasau,Pasavia,Pasawa,Pasov,Passaou,Passau,Passavia,ZPF,pa shao,pasau,pasaw,passau,phas sea,psaw,Πάσσαου,Пасау,Пассау,پاساو,پساؤ,พาสเซา,パッサウ,帕绍,파사우;P;PPLA3;DE;Germany;;02;092;09262;09262000;50560;;366;Europe/Berlin;2019-09-05;Germany;48.5665, 13.43122
2906490;Hendungen;Hendungen;Gendungen,Hendungen,Khendungen,heng dui gen,Гендунген,Хендунген,Հենդունգեն,亨敦根;P;PPLA4;DE;Germany;;02;096;09673;09673130;1015;;307;Europe/Berlin;2012-08-16;Germany;50.39462, 10.35204
2924313;Frohburg;Frohburg;Froburg,Froburga,Frohburg,Frokhburg,frhbwrg,frwhbwrgh,fu luo bao,Фробург,Фрохбург,فرهبورگ,فروهبورغ,弗罗堡;P;PPL;DE;Germany;;13;00;14729;14729140;7983;;167;Europe/Berlin;2015-09-05;Germany;51.05719, 12.55746
2959771;Abtsdorf;Abtsdorf;;P;PPL;DE;Germany;;14;00;15091;15091375;1457;;103;Europe/Berlin;2015-09-04;Germany;51.88984, 12.72526
3207130;Kromsdorf;Kromsdorf;Kromsdorf,ke luo mu si duo fu,Кромсдорф,克罗姆斯多夫;P;PPLA4;DE;Germany;;15;00;16071;16071101;1577;;207;Europe/Berlin;2019-03-07;Germany;51.0, 11.36667
2856217;Ostrau;Ostrau;Ostrau;P;PPL;DE;Germany;;13;00;14729;14729160;4390;;184;Europe/Berlin;2018-12-04;Germany;51.20639, 12.88421
2873464;Marienwerder;Marienwerder;;P;PPLA4;DE;Germany;;11;00;12060;12060154;1728;;36;Europe/Berlin;2011-04-25;Germany;52.84208, 13.59927
2879666;Leezen;Leezen;Leezen;P;PPLA4;DE;Germany;;10;00;01060;01060053;1677;;29;Europe/Berlin;2011-04-25;Germany;53.86667, 10.25
2895131;Jatznick;Jatznick;Jatznick;P;PPL;DE;Germany;;12;00;13075;13075055;2082;;21;Europe/Berlin;2015-09-05;Germany;53.57951, 13.93955
2934009;Ebergötzen;Ebergoetzen;Ebergecen,Ehbergjotcen,ai bo ge cen,ebagettsuen,Ебергецен,Эбергётцен,エーバーゲッツェン,埃伯格岑;P;PPLA4;DE;Germany;;06;00;03159;03159011;1886;;192;Europe/Berlin;2018-04-14;Germany;51.57096, 10.10632
2953386;Bad Oeynhausen;Bad Oeynhausen;Bad Oajnkhauzen,Bad Oeyhausen,Bad Oeynhausen,Bad-Ehjnkhauzen,Bad-Ejngauzen,ba te en hao sen,bad awynhawzn,bateuoeinhaujen,Бад Оајнхаузен,Бад-Ейнгаузен,Бад-Эйнхаузен,باد أوينهاوزن,باد اوین‌هاوزن,バート・エーンハウゼン,巴特恩豪森,바트외인하우젠;P;PPL;DE;Germany;;07;057;05770;05770004;49513;;58;Europe/Berlin;2015-09-04;Germany;52.20699, 8.80365
2911739;Haiterbach;Haiterbach;Gajterbakh,Haiterbach,Hayterbax,Khajterbakh,hai te er ba he,haytrbakh,haytrzbakh,Гайтербах,Хайтербах,Хајтербах,Հայտերբախ,هايترباخ,هایترزباخ,海特尔巴赫;P;PPL;DE;Germany;;01;082;08235;08235032;5820;;562;Europe/Berlin;2013-02-16;Germany;48.52066, 8.64435
2890770;Kirchanschöring;Kirchanschoring;Anscharing,Kirkhanshering,Kirkhanshjoring,ji xian she ling,kyrshanshwryng,Кирханшеринг,Кирханшёринг,Кірханшерінг,Քիրխանշյորինգ,کیرشانشورینگ,基先舍灵;P;PPLA4;DE;Germany;;02;091;09189;09189127;2980;;417;Europe/Berlin;2011-07-31;Germany;47.95303, 12.83435
2944426;Breklum;Breklum;Braeaeklem,Breklum,Brääklem,bu lei ke lu mu,Бреклум,布雷克卢姆;P;PPLA4;DE;Germany;;10;00;01054;01054020;2365;;8;Europe/Berlin;2011-04-25;Germany;54.6, 8.98333
11670105;Kraichtal;Kraichtal;;P;PPLA4;DE;Germany;;01;082;08215;08215097;14416;198;218;Europe/Berlin;2017-08-30;Germany;49.14623, 8.73276
2913445;Gusterath;Gusterath;;P;PPLA4;DE;Germany;;08;00;07235;07235037;1909;;335;Europe/Berlin;2011-04-25;Germany;49.7, 6.71667
2940613;Buttenheim;Buttenheim;Butenkhajm,Buttengajm,Buttenkhajm,bu teng hai mu,buttenhaimu,Бутенхајм,Буттенгайм,Буттенхайм,Բութենհայմ,ブッテンハイム,布滕海姆;P;PPL;DE;Germany;;02;094;09471;09471123;3242;;270;Europe/Berlin;2013-02-19;Germany;49.80365, 11.03002
12510668;Günthersleben-Wechmar;Guenthersleben-Wechmar;;P;PPL;DE;Germany;;15;00;16067;16067089;2999;;297;Europe/Berlin;2023-01-26;Germany;50.89413, 10.76979
2806799;Wolfhagen;Wolfhagen;Vol'fgagen,Vol'fkhagen,Volfkhagen,Wolfhagen,fwlfhaghn,vuorufuhagen,wlfhagn,wo er fu ha gen,Волфхаген,Вольфгаген,Вольфхаген,فولفهاغن,ولفهاگن,ヴォルフハーゲン,沃尔夫哈根;P;PPL;DE;Germany;;05;066;06633;06633028;13266;;283;Europe/Berlin;2015-09-05;Germany;51.32611, 9.17015
2811011;Wenzendorf;Wenzendorf;;P;PPLA4;DE;Germany;;06;00;03353;03353039;1262;;53;Europe/Berlin;2017-07-16;Germany;53.34948, 9.77234
2840393;Scharbeutz;Scharbeutz;Scharbeutz,Sharbojc,sha er bo yi ci,Шарбойц,Шарбојц,沙尔博伊茨;P;PPLA4;DE;Germany;;10;00;01055;01055044;12087;;-2;Europe/Berlin;2011-07-31;Germany;54.03333, 10.75
2851746;Pulheim;Pulheim;Pul'gajm,Pul'khajm,Pulheim,Pulkhajm,Pullem,bwlhaym,pu er hai mu,pwlhaym,Пулхајм,Пульгайм,Пульхайм,بولهايم,پولهایم,普爾海姆;P;PPL;DE;Germany;;07;053;05362;05362036;53762;;47;Europe/Berlin;2015-09-04;Germany;50.99965, 6.80632
2908411;Hecklingen;Hecklingen;Hecklingen,Kheklingen,hei ke lin gen,hklynghn,hklyngn,Хеклинген,هكلينغن,هکلینگن,黑克林根;P;PPL;DE;Germany;;14;00;15089;15089175;3969;;81;Europe/Berlin;2015-09-05;Germany;51.84705, 11.53416
2924428;Frielendorf;Frielendorf;Freilendorf,Frielendorf,Frilendorf,fu li lun duo fu,furirendorufu,Фрилендорф,Фрілендорф,フリーレンドルフ,弗里伦多夫;P;PPLA4;DE;Germany;;05;066;06634;06634004;8239;;233;Europe/Berlin;2017-04-26;Germany;50.97073, 9.32269
2927273;Fell;Fell;;P;PPLA4;DE;Germany;;08;00;07235;07235022;2342;;195;Europe/Berlin;2011-04-25;Germany;49.76667, 6.78333
2931097;Ellefeld;Ellefeld;;P;PPLA4;DE;Germany;;13;00;14523;14523090;3077;;504;Europe/Berlin;2014-01-02;Germany;50.48367, 12.3888
2953409;Bad Liebenstein;Bad Liebenstein;Bad Libenshtajn,Bad Liebenstein,Bad-Libenshtajn,ba de li ben si tai yin,Бад Либенштајн,Бад-Либенштайн,باد لیبن‌اشتاین,巴德利本斯泰因;P;PPL;DE;Germany;;15;00;16063;16063099;4094;;326;Europe/Berlin;2015-09-05;Germany;50.81569, 10.35123
2948267;Bischofswerda;Bischofswerda;Bishofsverda,Biskopicy,Bisofsverda,Bišofsverda,bi shao fu si wei er da,byshwfsfyrda,byshwfzwrda,byswpswwrdh,Бишофсверда,Бішофсверда,בישופסוורדה,بيشوفسفيردا,بیشوفزوردا,比绍夫斯韦尔达;P;PPL;DE;Germany;;13;00;14625;14625040;10788;;293;Europe/Berlin;2021-11-15;Germany;51.12771, 14.17974
2953374;Bad Rappenau;Bad Rappenau;Bad Rapenau,Bad Rappenau,Bad-Rappenau,ba te la po nao,bad rabnaw,bad rapnwa,Бад Рапенау,Бад-Раппенау,باد رابناو,باد راپنوا,バート・ラッペナウ,巴特拉珀瑙;P;PPL;DE;Germany;;01;081;08125;08125006;20581;;232;Europe/Berlin;2013-02-15;Germany;49.23848, 9.1018
2923253;Gaißach;Gaissach;Gaissach,Gaißach,Gajsakh,Gaysax,gai sa,gaysakh,Гайсах,Гајсах,Գայսախ,گایساخ,盖萨;P;PPLA4;DE;Germany;;02;091;09173;09173124;3028;;731;Europe/Berlin;2015-03-04;Germany;47.75, 11.58333
2955272;Aschaffenburg;Aschaffenburg;A-Burg,Asafenburga,Asafenmpournk,Aschaffenbourg,Aschaffenburg,Aschaffenburg / Bayern,Aschaffenburgum,Ashafenburg,Ashaffenburg,Auscheffenburg,Ašafenburga,ZCB,a sha fen bao,ashaffenburuku,ashafnbwrg,ashafnbwrgh,asshyfnbrg,asyapenbuleukeu,Ασάφενμπουργκ,Ашафенбург,Ашаффенбург,آشافنبورگ,أشافنبورغ,اسشیفنبرگ,アシャッフェンブルク,阿沙芬堡,아샤펜부르크;P;PPLA3;DE;Germany;;02;096;09661;09661000;68551;;140;Europe/Berlin;2022-09-21;Germany;49.97704, 9.15214
2958288;Allmersbach im Tal;Allmersbach im Tal;Al'mersbakh-im-Tal',All'mersbakh,Allmersbach,Almersbakh im Tal,a er mo si ba he,almrzbakh,Алльмерсбах,Алмерсбах им Тал,Альмерсбах-им-Таль,المرزباخ,阿尔默斯巴赫;P;PPLA4;DE;Germany;;01;081;08119;08119003;4908;;287;Europe/Berlin;2011-04-25;Germany;48.90659, 9.46815
2852858;Polle;Polle;Pole,Polle,bo lai,pore,Поле,Полле,ポレ,波莱;P;PPL;DE;Germany;;06;00;03255;03255033;1196;;92;Europe/Berlin;2015-09-05;Germany;51.89871, 9.40386
2871173;Mietingen;Mietingen;Mitingen,mi ting gen,Митинген,Мітінген,Միտինգեն,მიტინგენი,米廷根;P;PPLA4;DE;Germany;;01;084;08426;08426073;3986;;517;Europe/Berlin;2011-04-25;Germany;48.18333, 9.9
2832043;Simbach am Inn;Simbach am Inn;Ini Zimbax,Simbach,Simbach am Inn,Simboch am Inn,Zimbakh am In,Zimbakh-am-Inn,Zimbakh-na-Inne,jimbaheuam-in,yin he pan xin ba he,zymbakh am an,zymbakh am ayn,Зимбах ам Ин,Зимбах-ам-Инн,Зимбах-на-Инне,Зімбах-ам-Інн,Ինի Զիմբախ,زيمباخ آم إن,زیمباخ آم این,因河畔辛巴赫,짐바흐암인;P;PPL;DE;Germany;;02;092;09277;09277145;9979;;355;Europe/Berlin;2013-02-19;Germany;48.26548, 13.02309
2842143;Salzhemmendorf;Salzhemmendorf;Zal'ckhemmendorf,Zalckhemendorf,sa er ci hei men duo fu,zarutsuhenmendorufu,Залцхемендорф,Зальцхеммендорф,ザルツヘンメンドルフ,萨尔茨黑门多夫;P;PPL;DE;Germany;;06;00;03252;03252008;10603;;119;Europe/Berlin;2015-09-05;Germany;52.067, 9.5872
2908330;Heek;Heek;Hek,Hêk;P;PPLA4;DE;Germany;;07;055;05554;05554024;8272;;52;Europe/Berlin;2011-11-07;Germany;52.11667, 7.1
2843395;Rüdesheim am Rhein;Ruedesheim am Rhein;QSY,Rideskhajm na Rajni,Rjudesgajm-am-Rajn,Rjudeskhajm-am-Rajn,Rjudeskhajm-na-Rejne,Rudesheim,Rudesheim am Rhein,Ruedesheim am Rhein,Rüdesheim,Rüdesheim am Rhein,lai yin he pan lu de si hai mu,rwdzhaym am rayn,Ридесхајм на Рајни,Рюдесгайм-ам-Райн,Рюдесхайм-ам-Райн,Рюдесхайм-на-Рейне,رودزهایم آم راین,リューデスハイム・アム・ライン,莱茵河畔吕德斯海姆;P;PPL;DE;Germany;;05;064;06439;06439013;9921;;94;Europe/Berlin;2021-08-02;Germany;49.9789, 7.92442
2926654;Fischach;Fischach;Fisax,Fishakh,fei sha,Фишах,Фішах,Ֆիշախ,菲沙;P;PPL;DE;Germany;;02;097;09772;09772141;4733;;497;Europe/Berlin;2013-02-19;Germany;48.29047, 10.65592
2958951;Aichen;Aichen;Ajkhen,Ayxen,aychn,Айхен,Ајхен,Այխեն,ایچن;P;PPLA4;DE;Germany;;02;097;09774;09774166;1171;;509;Europe/Berlin;2017-04-26;Germany;48.22898, 10.53949
2865636;Neuenkirchen;Neuenkirchen;Neuenkirchen;P;PPL;DE;Germany;;06;00;03356;03356009;1572;;9;Europe/Berlin;2018-12-04;Germany;53.23173, 8.52665
2874007;Mammelzen;Mammelzen;;P;PPLA4;DE;Germany;;08;00;07132;07132067;1056;;236;Europe/Berlin;2011-04-25;Germany;50.7, 7.66667
2806343;Wolmirsleben;Wolmirsleben;Wilmersleve,Wolmirsleben;P;PPLA4;DE;Germany;;14;00;15089;15089365;1544;;79;Europe/Berlin;2015-12-09;Germany;51.95, 11.48333
2818094;Uslar;Uslar;UEsseler,Uslar,awzlar,usura,wu si la er,Üsseler,Услар,اوزلار,ウスラー,乌斯拉尔;P;PPL;DE;Germany;;06;00;03155;03155012;15951;;167;Europe/Berlin;2015-09-04;Germany;51.6569, 9.63501
2807465;Wismar;Wismar;Vismar,Vismara,Vismaras,Vismāra,Vizmar,Wismar,Wismer,Wysmar,Wyszomierz,vismari,vuisumaru,wei si ma,wysmar,wysmr,Визмар,Висмар,Вісмар,Վիսմար,ויסמר,ويسمار,ویسمار,ვისმარი,ヴィスマール,维斯马;P;PPLA3;DE;Germany;;12;00;13074;13074087;45255;;1;Europe/Berlin;2019-09-05;Germany;53.89314, 11.45286
2881267;Langenaltheim;Langenaltheim;Langenal'tgajm,Langenal'tkhajm,Langenalthaym,Langenaltkhajm,lan ge na er tai mu,Лангеналтхајм,Лангенальтгайм,Лангенальтхайм,Լանգենալտհայմ,兰格纳尔泰姆;P;PPLA4;DE;Germany;;02;095;09577;09577148;2450;;555;Europe/Berlin;2017-04-26;Germany;48.89318, 10.93107
2894581;Jugenheim;Jugenheim;Jugenheim;P;PPL;DE;Germany;;08;00;07339;07339031;1673;;160;Europe/Berlin;2018-07-04;Germany;49.89362, 8.08468
2942706;Buchbrunn;Buchbrunn;Buchbrunn,Bukhbrun,Bukhbrunn,Buxbrun,bu bu lun,Бухбрун,Бухбрунн,Բուխբրուն,布布伦;P;PPLA4;DE;Germany;;02;096;09675;09675114;1061;;247;Europe/Berlin;2013-02-06;Germany;49.75981, 10.13686
2904791;Hilders;Hilders;Gil'ders,Hiltrica,Khil'ders,Khilders,xi er de er si,Гільдерс,Хилдерс,Хильдерс,希尔德尔斯;P;PPLA4;DE;Germany;;05;066;06631;06631012;4973;;450;Europe/Berlin;2011-07-31;Germany;50.5719, 10.00297
2913195;Haan;Haan;Gan,Haan,Khaan,Khan,Stadt Haan,Ган,Хаан,Хан;P;PPL;DE;Germany;;07;051;05158;05158008;29431;;168;Europe/Berlin;2015-09-05;Germany;51.19382, 7.0133
2913942;Gstadt am Chiemsee;Gstadt am Chiemsee;Gstadt,Gstadt am Chiemsee;P;PPL;DE;Germany;;02;091;09187;09187138;1355;;524;Europe/Berlin;2013-02-19;Germany;47.88453, 12.41813
2940451;Buxtehude;Buxtehude;Bukstekhude,Buxtehude,Gemeen Buxthu,bukusutefude,bwksthwdh,Букстехуде,بوكستهوده,بوکستهوده,ブクステフーデ;P;PPL;DE;Germany;;06;00;03359;03359010;38192;;15;Europe/Berlin;2015-09-05;Germany;53.46716, 9.68636
2950349;Bergisch Gladbach;Bergisch Gladbach;Bergisch Gladbach,Bergish Gladbakh,Jlaebbisch,Jläbbisch,ZCG,Бергиш Гладбах;P;PPLA3;DE;Germany;;07;053;05378;05378004;106184;;98;Europe/Berlin;2018-03-09;Germany;50.9856, 7.13298
2953367;Bad Rothenfelde;Bad Rothenfelde;Bad Rotenfel'de,Bad Rotenfelde,Bad Rothenfelde,Bad-Rotenfel'de,ba te luo teng fei er de,Бад Ротенфелде,Бад Ротенфельде,Бад-Ротенфельде,巴特罗滕费尔德;P;PPLA4;DE;Germany;;06;00;03459;03459006;7299;;100;Europe/Berlin;2011-04-25;Germany;52.11667, 8.16667
2956005;Annaberg-Buchholz;Annaberg-Buchholz;Anaberg-Bukholc,Anabergas-Buchholcas,Anabergas-Būchholcas,Annaberg-Bukhkhol'c,Annaberga-Buholca,Stadt Annaberg-Buchholz,an na bei ge-bu he huo er ci,anabrg-bwkh‌hwlts,anabrgh-bwkhhwlts,Анаберг-Бухолц,Аннаберг-Буххольц,آنابرغ-بوخهولتس,آنابرگ-بوخ‌هولتس,آنابرگ-بوخ‌هولز,安娜贝格-布赫霍尔茨;P;PPLA3;DE;Germany;;13;00;14521;14521020;23092;;627;Europe/Berlin;2015-09-05;Germany;50.57953, 13.00627
3336892;Ostfildern;Ostfildern;;P;PPLA4;DE;Germany;;01;081;08116;08116080;33598;;409;Europe/Berlin;2011-04-25;Germany;48.72704, 9.24954
2935414;Dotzheim;Dotzheim;Dotsheim,Dotzheim;P;PPLX;DE;Germany;;05;064;06414;06414000;27557;;179;Europe/Berlin;2022-08-06;Germany;50.0746, 8.21021
2949221;Biederitz;Biederitz;Bideric,Biederitz,bi de li ci,Бидериц,比德里茨;P;PPLA4;DE;Germany;;14;00;15086;15086005;4545;;43;Europe/Berlin;2011-07-31;Germany;52.15, 11.71667
2950344;Bergkamen;Bergkamen;Bergkamen,Berkamen,Biaergkoamen,Biärgkoamen,ZCH,bei ge ka men,brghkamn,brgkamn,Бергкамен,Беркамен,برغكامن,برگکامن,贝格卡门;P;PPL;DE;Germany;;07;059;05978;05978004;52329;;67;Europe/Berlin;2015-09-05;Germany;51.61633, 7.64451
2952261;Bassenheim;Bassenheim;Bassenkhajm,Bazenkhajm,ba sen hai mu,Базенхајм,Бассенхайм,巴森海姆;P;PPLA4;DE;Germany;;08;00;07137;07137202;2787;;173;Europe/Berlin;2017-04-26;Germany;50.3582, 7.45961
6944296;St. Pauli;St. Pauli;Sankt-Pauli,Санкт-Паули;P;PPLX;DE;Germany;;04;00;02000;02000000;21902;;17;Europe/Berlin;2022-08-05;Germany;53.557, 9.964
2873288;Markt Rettenbach;Markt Rettenbach;Markt Retenbakh,Markt Rettenbach,Markt-Rettenbakh,ma er ke te lei teng ba he,Маркт Ретенбах,Маркт-Реттенбах,Մարքթ Ռեթենբախ,马尔克特雷滕巴赫;P;PPL;DE;Germany;;02;097;09778;09778168;3688;;676;Europe/Berlin;2013-02-19;Germany;47.94733, 10.39608
2873854;Manschnow;Manschnow;;P;PPL;DE;Germany;;11;00;12064;12064266;1200;10;12;Europe/Berlin;2015-09-05;Germany;52.5499, 14.55332
2878881;Lengdorf;Lengdorf;Lengdorf,lngdwrf,lun duo fu,Ленгдорф,لنگدورف,伦多夫;P;PPLA4;DE;Germany;;02;091;09177;09177127;2648;;468;Europe/Berlin;2017-04-26;Germany;48.25737, 12.04973
2894569;Juist;Juist;JUI,Jjust,Juist,Just,Júst,yawst,you yi si te,Јуист,Йюст,ياوست,იუსტი,尤伊斯特;P;PPLA4;DE;Germany;;06;00;03452;03452013;1751;;6;Europe/Berlin;2017-04-26;Germany;53.67787, 6.99575
2820150;Undenheim;Undenheim;Undenkhajm,weng deng hai mu,Унденхайм,Унденхајм,翁登海姆;P;PPLA4;DE;Germany;;08;00;07339;07339060;2525;;146;Europe/Berlin;2011-04-25;Germany;49.83806, 8.21889
2823795;Taura;Taura;;P;PPLA4;DE;Germany;;13;00;14522;14522550;2609;;298;Europe/Berlin;2014-01-02;Germany;50.91667, 12.85
2847198;Riederich;Riederich;Riderikh,li de li xi,Ридерих,Рідеріх,里德里希;P;PPLA4;DE;Germany;;01;084;08415;08415062;4395;;324;Europe/Berlin;2011-04-25;Germany;48.56029, 9.26883
2855337;Pasewalk;Pasewalk;Pazeval'k,Pazevalk,Pazevalka,Pozdzewolk,Pòzdzewôłk,Pāzevalka,ZSK,bazhfalk,pa sai wa er ke,pazwak,Пазевалк,Пазевальк,بازهفالك,پازواک,帕塞瓦尔克;P;PPL;DE;Germany;;12;00;13075;13075105;12120;;16;Europe/Berlin;2015-09-05;Germany;53.50627, 13.98997
2858269;Ochsenwerder;Ochsenwerder;Ochsenwarder,Ochsenwerder,Ochsenwärder,Ossenwarder;P;PPLX;DE;Germany;;04;00;02000;02000000;3000;;1;Europe/Berlin;2022-08-07;Germany;53.47565, 10.10147
2878838;Lengerich;Lengerich;Lengerich,Lengerich Dorf,Lengerikhe,Ленгерихе;P;PPLA4;DE;Germany;;06;00;03454;03454031;2679;;34;Europe/Berlin;2011-07-31;Germany;52.55381, 7.53164
2894945;Jesteburg;Jesteburg;Gemeen Jesborg,Jesteburg,ye si te bao,Јестебург,Йестебург,耶斯特堡;P;PPLA4;DE;Germany;;06;00;03353;03353020;7066;;50;Europe/Berlin;2017-04-26;Germany;53.30966, 9.95262
2814632;Wallenhorst;Wallenhorst;Valenkhorst,Vallenkhorst,Wallenhorst,wa lun huo er si te,Валенхорст,Валленхорст,瓦伦霍尔斯特;P;PPLA4;DE;Germany;;06;00;03459;03459033;24201;;96;Europe/Berlin;2011-04-25;Germany;52.35, 8.01667
2814733;Walkenried;Walkenried;Val'kenrid,Valkenrid,Walkenried,wa er ken li de,Валкенрид,Валькенрид,瓦尔肯里德;P;PPLA4;DE;Germany;;06;00;03159;03159036;2485;;271;Europe/Berlin;2018-04-13;Germany;51.58333, 10.61667
2817130;Visselhövede;Visselhoevede;Fiselkhevede,Fissel'khjofede,Vissel'khjovede,Visselhoeoevd,Visselhoevede,Visselhovede,Visselhövede,Visselhöövd,fei sai er he fei de,fisseruhevuede,fyslhwfydh,fyzlhwfdh,Виссельхёведе,Фиселхеведе,Фиссельхёфеде,فيسلهوفيده,فیزلهوفده,フィッセルヘーヴェデ,菲塞尔赫费德;P;PPL;DE;Germany;;06;00;03357;03357051;10808;;60;Europe/Berlin;2015-09-05;Germany;52.98546, 9.58265
2847242;Rieden;Rieden;Riden,Риден,Ріден,Ռիդեն;P;PPL;DE;Germany;;02;093;09371;09371146;2983;;365;Europe/Berlin;2013-02-19;Germany;49.32361, 11.94205
2850536;Ramstein-Miesenbach;Ramstein-Miesenbach;Ramschdaeae-Miesebach,Ramschdää-Miesebach,Ramshtajn-Mizenbakh,Ramstein,Ramstein-Miesenbach,la mu si tai yin-mi sen ba,ramshtayn-myznbakh,ramushutain=mizenbahha,Рамштайн-Мизенбах,Рамштайн-Мізенбах,Рамштајн-Мизенбах,رامشتاين-ميزنباخ,رام‌اشتاین-میزنباخ,რამშტაინ-მიზენბახი,ラムシュタイン＝ミーゼンバッハ,拉姆斯泰因-米森巴;P;PPL;DE;Germany;;08;00;07335;07335038;8078;;242;Europe/Berlin;2019-09-05;Germany;49.44452, 7.55533
2910694;Harbke;Harbke;Harbke,Hertbiki,Kharbke,ha er bu ke,Харбке,哈尔布克;P;PPLA4;DE;Germany;;14;00;15083;15083275;1935;;125;Europe/Berlin;2015-12-08;Germany;52.18877, 11.04624
2925141;Freiensteinau;Freiensteinau;Fraenshtajnau,Frajenshtajnau,Frajnshtajnau,fu lai en si tai nao,furaienshutainau,Фрайенштайнау,Фраєнштайнау,Фрајнштајнау,フライエンシュタイナウ,弗赖恩斯泰瑙;P;PPLA4;DE;Germany;;05;065;06535;06535004;3416;;432;Europe/Berlin;2011-04-25;Germany;50.42509, 9.40267
2936759;Dittelbrunn;Dittelbrunn;Ditelbrun,Dittel'brunn,Dittelbrunn,di te er bu lun,dytlbrwn,Дителбрун,Диттельбрунн,Діттельбрунн,دیتلبرون,迪特尔布伦;P;PPLA4;DE;Germany;;02;096;09678;09678123;7620;;252;Europe/Berlin;2017-04-26;Germany;50.07212, 10.21974
2958105;Alsterdorf;Alsterdorf;Alsterdorf,Hamburg-Alsterdorf,alstrdraf,Алстердорф,الستردراف;P;PPLX;DE;Germany;;04;00;02000;02000000;15227;;13;Europe/Berlin;2022-08-05;Germany;53.61083, 10.01306
2807344;Wittenberge;Wittenberge;Vitenberge,Vittenberge,Wittenberge,wei teng bei ge,wytnbrg,Витенберге,Виттенберге,ویتنبرگ,维滕贝格;P;PPL;DE;Germany;;11;00;12070;12070424;20171;;23;Europe/Berlin;2015-09-05;Germany;53.00543, 11.75032
2862202;Nonnenhorn;Nonnenhorn;Nonenhorn,Nonenkhorn,Nonnengorn,Nonnenkhorn,nuo nen huo er en,Ноненхорн,Нонненгорн,Нонненхорн,Նոնենհորն,诺嫩霍尔恩;P;PPLA4;DE;Germany;;02;097;09776;09776120;1570;;404;Europe/Berlin;2011-07-31;Germany;47.57386, 9.61038
2917520;Grevesmühlen;Grevesmuehlen;Grevesmilen,Grevesmilene,Grevesmjulen,Grevesmuehlen,Grevesmuhlen,Grevesmühlen,Grēvesmīlene,ge rui wei si mi lei en,ghrfsmwln,grfsmwln,Гревесмилен,Гревесмюлен,غرفسمولن,گرفسمولن,格芮维斯米勒恩;P;PPL;DE;Germany;;12;00;13074;13074026;10975;;41;Europe/Berlin;2020-06-10;Germany;53.86337, 11.1916
2920041;Glatten;Glatten;Glaten,Glatten,ge la teng,Глатен,Глаттен,Գլաթեն,格拉滕;P;PPLA4;DE;Germany;;01;082;08237;08237030;2331;;560;Europe/Berlin;2017-04-26;Germany;48.44246, 8.51116
2930881;Ellzee;Ellzee;Ehll'ce,Elce,Ell'ce,Елльце,Елце,Элльце,Էլցե;P;PPLA4;DE;Germany;;02;097;09774;09774133;1167;;492;Europe/Berlin;2011-04-25;Germany;48.33971, 10.31891
2947090;Bodenwöhr;Bodenwoehr;Bodenver,Bodenvjor,Bodenwoehr,Bodenwöhr,bo deng wei he er,bwdnwwr,Боденвер,Боденвёр,بودنوور,博登韦赫尔;P;PPLA4;DE;Germany;;02;093;09376;09376116;4025;;390;Europe/Berlin;2017-04-26;Germany;49.27082, 12.30146
2932992;Egling;Egling;Egling,Ehgling,aglyng,ai ge ling,Еглинг,Еглінг,Эглинг,Էգլինգ,اگلینگ,埃格灵;P;PPLA4;DE;Germany;;02;091;09173;09173120;5061;;611;Europe/Berlin;2011-07-31;Germany;47.92316, 11.50517
